filename,file_path,blood_type,fingerprint_type,confidence,P_Arc,P_Whorl,P_Loop
augmented_cluster_7_437.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_437.BMP,O-,Loop,0.36885256,0.2899793,0.3411681,0.36885256
augmented_cluster_7_4414.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4414.BMP,O-,Arc,0.36513546,0.36513546,0.3327379,0.3021266
augmented_cluster_7_4232.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4232.BMP,O-,Whorl,0.364187,0.31917477,0.364187,0.3166383
augmented_cluster_7_4353.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4353.BMP,O-,Arc,0.37164655,0.37164655,0.32347834,0.30487508
augmented_cluster_7_4361.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4361.BMP,O-,Whorl,0.36422023,0.32041726,0.36422023,0.31536248
augmented_cluster_7_4436.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4436.BMP,O-,Arc,0.34108314,0.34108314,0.33230257,0.32661426
augmented_cluster_7_4265.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4265.BMP,O-,Whorl,0.37525675,0.3372851,0.37525675,0.28745812
augmented_cluster_7_4416.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4416.BMP,O-,Arc,0.36260694,0.36260694,0.3399757,0.29741737
augmented_cluster_7_4445.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4445.BMP,O-,Loop,0.43354905,0.28358522,0.28286567,0.43354905
augmented_cluster_7_4420.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4420.BMP,O-,Whorl,0.3481482,0.3340924,0.3481482,0.31775936
augmented_cluster_7_4236.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4236.BMP,O-,Whorl,0.39064538,0.3143543,0.39064538,0.29500037
augmented_cluster_7_4129.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4129.BMP,O-,Arc,0.35988775,0.35988775,0.3554353,0.28467694
augmented_cluster_7_4295.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4295.BMP,O-,Loop,0.3661158,0.29326206,0.34062213,0.3661158
augmented_cluster_7_4324.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4324.BMP,O-,Arc,0.3706209,0.3706209,0.33237132,0.2970077
augmented_cluster_7_4462.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4462.BMP,O-,Loop,0.36807233,0.27628237,0.3556453,0.36807233
augmented_cluster_7_4239.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4239.BMP,O-,Whorl,0.35944164,0.32699147,0.35944164,0.31356686
augmented_cluster_7_4149.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4149.BMP,O-,Loop,0.375408,0.30113164,0.3234604,0.375408
augmented_cluster_7_4111.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4111.BMP,O-,Arc,0.37025502,0.37025502,0.34088328,0.2888617
augmented_cluster_7_4311.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4311.BMP,O-,Loop,0.35784012,0.31605217,0.32610774,0.35784012
augmented_cluster_7_4410.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4410.BMP,O-,Loop,0.39730722,0.28368488,0.3190079,0.39730722
augmented_cluster_7_4235.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4235.BMP,O-,Loop,0.36289194,0.29870138,0.3384067,0.36289194
augmented_cluster_7_4348.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4348.BMP,O-,Loop,0.39887744,0.28030092,0.32082155,0.39887744
augmented_cluster_7_414.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_414.BMP,O-,Whorl,0.3657339,0.32219815,0.3657339,0.31206793
augmented_cluster_7_4346.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4346.BMP,O-,Whorl,0.37395644,0.33797008,0.37395644,0.2880735
augmented_cluster_7_4114.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4114.BMP,O-,Arc,0.3824076,0.3824076,0.33455968,0.28303266
augmented_cluster_7_4166.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4166.BMP,O-,Whorl,0.35470787,0.3118804,0.35470787,0.33341178
augmented_cluster_7_4179.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4179.BMP,O-,Loop,0.35040426,0.3114063,0.33818936,0.35040426
augmented_cluster_7_4133.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4133.BMP,O-,Whorl,0.3508617,0.33633146,0.3508617,0.3128068
augmented_cluster_7_4118.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4118.BMP,O-,Loop,0.3708818,0.3038713,0.32524693,0.3708818
augmented_cluster_7_4090.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4090.BMP,O-,Whorl,0.37576234,0.33998546,0.37576234,0.28425223
augmented_cluster_7_4301.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4301.BMP,O-,Whorl,0.3610567,0.33141273,0.3610567,0.3075306
augmented_cluster_7_4404.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4404.BMP,O-,Whorl,0.37006047,0.33334094,0.37006047,0.2965986
augmented_cluster_7_4438.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4438.BMP,O-,Whorl,0.3666798,0.27415702,0.3666798,0.35916325
augmented_cluster_7_4186.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4186.BMP,O-,Loop,0.34249783,0.31550112,0.34200108,0.34249783
augmented_cluster_7_4107.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4107.BMP,O-,Loop,0.36545798,0.30149168,0.3330503,0.36545798
augmented_cluster_7_4293.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4293.BMP,O-,Loop,0.404809,0.28302658,0.31216446,0.404809
augmented_cluster_7_433.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_433.BMP,O-,Whorl,0.35998568,0.33211762,0.35998568,0.30789667
augmented_cluster_7_4203.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4203.BMP,O-,Loop,0.37474468,0.2893426,0.3359127,0.37474468
augmented_cluster_7_4171.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4171.BMP,O-,Whorl,0.34670112,0.34174508,0.34670112,0.31155378
augmented_cluster_7_407.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_407.BMP,O-,Whorl,0.3468993,0.33360445,0.3468993,0.3194963
augmented_cluster_7_4425.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4425.BMP,O-,Loop,0.37827617,0.29779387,0.32392997,0.37827617
augmented_cluster_7_4309.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4309.BMP,O-,Loop,0.42271662,0.2813156,0.2959678,0.42271662
augmented_cluster_7_440.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_440.BMP,O-,Loop,0.39035535,0.2822222,0.3274225,0.39035535
augmented_cluster_7_443.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_443.BMP,O-,Whorl,0.34772876,0.30877867,0.34772876,0.34349254
augmented_cluster_7_4161.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4161.BMP,O-,Arc,0.35920587,0.35920587,0.34178075,0.2990134
augmented_cluster_7_4313.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4313.BMP,O-,Loop,0.35340333,0.3363386,0.31025806,0.35340333
augmented_cluster_7_4341.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4341.BMP,O-,Loop,0.38978076,0.26901862,0.34120068,0.38978076
augmented_cluster_7_5943.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5943.BMP,O-,Loop,0.3563287,0.31814402,0.32552728,0.3563287
augmented_cluster_7_5133.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5133.BMP,O-,Arc,0.34085354,0.34085354,0.33167183,0.32747462
augmented_cluster_7_493.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_493.BMP,O-,Loop,0.36366138,0.32354704,0.31279153,0.36366138
augmented_cluster_7_5457.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5457.BMP,O-,Loop,0.3522085,0.313187,0.33460447,0.3522085
augmented_cluster_7_4950.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4950.BMP,O-,Whorl,0.36126482,0.27835354,0.36126482,0.36038163
augmented_cluster_7_5826.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5826.BMP,O-,Loop,0.38604516,0.29667962,0.31727526,0.38604516
augmented_cluster_7_4929.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4929.BMP,O-,Whorl,0.35426003,0.3319606,0.35426003,0.3137794
augmented_cluster_7_5588.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5588.BMP,O-,Whorl,0.34545916,0.331879,0.34545916,0.32266188
augmented_cluster_7_4858.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4858.BMP,O-,Loop,0.40942633,0.24772416,0.34284952,0.40942633
augmented_cluster_7_5113.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5113.BMP,O-,Arc,0.34031755,0.34031755,0.32031572,0.33936676
augmented_cluster_7_5664.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5664.BMP,O-,Loop,0.3473164,0.3079006,0.34478304,0.3473164
augmented_cluster_7_5040.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5040.BMP,O-,Arc,0.36798543,0.36798543,0.32056972,0.31144482
augmented_cluster_7_4793.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4793.BMP,O-,Whorl,0.3821108,0.32609597,0.3821108,0.2917932
augmented_cluster_7_5889.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5889.BMP,O-,Loop,0.3897738,0.2943827,0.31584352,0.3897738
augmented_cluster_7_4921.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4921.BMP,O-,Arc,0.36229318,0.36229318,0.34300485,0.29470193
augmented_cluster_7_5325.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5325.BMP,O-,Loop,0.4431064,0.26449215,0.2924015,0.4431064
augmented_cluster_7_57.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_57.BMP,O-,Whorl,0.3533678,0.32902205,0.3533678,0.3176101
augmented_cluster_7_5914.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5914.BMP,O-,Arc,0.35408336,0.35408336,0.34741464,0.29850206
augmented_cluster_7_519.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_519.BMP,O-,Arc,0.3715291,0.3715291,0.3394014,0.2890695
augmented_cluster_7_5391.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5391.BMP,O-,Whorl,0.354651,0.33970127,0.354651,0.30564773
augmented_cluster_7_5837.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5837.BMP,O-,Loop,0.39780292,0.29127997,0.3109171,0.39780292
augmented_cluster_7_5132.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5132.BMP,O-,Whorl,0.39180312,0.3088138,0.39180312,0.29938304
augmented_cluster_7_5960.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5960.BMP,O-,Arc,0.3517885,0.3517885,0.34245485,0.30575657
augmented_cluster_7_4847.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4847.BMP,O-,Loop,0.36261728,0.27903706,0.35834566,0.36261728
augmented_cluster_7_5311.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5311.BMP,O-,Whorl,0.35044903,0.32016352,0.35044903,0.32938743
augmented_cluster_7_5447.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5447.BMP,O-,Loop,0.4198344,0.2619554,0.31821018,0.4198344
augmented_cluster_7_5944.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5944.BMP,O-,Whorl,0.34931314,0.3293887,0.34931314,0.32129815
augmented_cluster_7_4983.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4983.BMP,O-,Loop,0.39835212,0.26992315,0.33172476,0.39835212
augmented_cluster_7_5610.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5610.BMP,O-,Loop,0.35323468,0.3172716,0.32949376,0.35323468
augmented_cluster_7_4918.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4918.BMP,O-,Whorl,0.36084795,0.28644177,0.36084795,0.35271028
augmented_cluster_7_5154.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5154.BMP,O-,Arc,0.3432818,0.3432818,0.32864353,0.32807466
augmented_cluster_7_4722.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4722.BMP,O-,Arc,0.36390412,0.36390412,0.31581992,0.3202759
augmented_cluster_7_4987.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4987.BMP,O-,Whorl,0.39079666,0.3147036,0.39079666,0.29449975
augmented_cluster_7_580.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_580.BMP,O-,Loop,0.36547533,0.30745125,0.32707348,0.36547533
augmented_cluster_7_562.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_562.BMP,O-,Loop,0.34998107,0.32815522,0.32186377,0.34998107
augmented_cluster_7_4995.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4995.BMP,O-,Loop,0.36494112,0.30499047,0.33006838,0.36494112
augmented_cluster_7_5853.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5853.BMP,O-,Whorl,0.33869994,0.33493245,0.33869994,0.32636762
augmented_cluster_7_5304.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5304.BMP,O-,Loop,0.39028195,0.2940523,0.31566578,0.39028195
augmented_cluster_7_5159.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5159.BMP,O-,Loop,0.35209286,0.29821387,0.34969327,0.35209286
augmented_cluster_7_5932.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5932.BMP,O-,Whorl,0.35787314,0.3219447,0.35787314,0.3201822
augmented_cluster_7_591.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_591.BMP,O-,Whorl,0.358811,0.31751043,0.358811,0.32367858
augmented_cluster_7_4836.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4836.BMP,O-,Loop,0.37779054,0.3121249,0.31008458,0.37779054
augmented_cluster_7_5555.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5555.BMP,O-,Loop,0.42311263,0.2757782,0.3011092,0.42311263
augmented_cluster_7_5958.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5958.BMP,O-,Loop,0.34584016,0.32131052,0.33284932,0.34584016
augmented_cluster_7_5237.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5237.BMP,O-,Loop,0.37677166,0.2703547,0.35287362,0.37677166
augmented_cluster_7_4517.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4517.BMP,O-,Whorl,0.33638915,0.3273814,0.33638915,0.33622947
augmented_cluster_7_5419.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5419.BMP,O-,Loop,0.40528435,0.28407043,0.31064522,0.40528435
augmented_cluster_7_4749.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4749.BMP,O-,Whorl,0.36201543,0.31062365,0.36201543,0.32736093
augmented_cluster_7_5831.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5831.BMP,O-,Whorl,0.36674178,0.32576796,0.36674178,0.30749026
augmented_cluster_7_5303.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5303.BMP,O-,Arc,0.36692956,0.36692956,0.3216676,0.31140286
augmented_cluster_7_5558.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5558.BMP,O-,Loop,0.37477124,0.28350642,0.34172234,0.37477124
augmented_cluster_7_5727.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5727.BMP,O-,Arc,0.36307958,0.36307958,0.3204281,0.31649232
augmented_cluster_7_5429.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5429.BMP,O-,Loop,0.36796188,0.28321013,0.34882796,0.36796188
augmented_cluster_7_460.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_460.BMP,O-,Whorl,0.36261928,0.32759973,0.36261928,0.309781
augmented_cluster_7_5791.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5791.BMP,O-,Whorl,0.3535281,0.31750488,0.3535281,0.328967
augmented_cluster_7_5758.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5758.BMP,O-,Arc,0.3704331,0.3704331,0.31787497,0.3116919
augmented_cluster_7_5617.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5617.BMP,O-,Loop,0.3805521,0.27841818,0.34102973,0.3805521
augmented_cluster_7_5863.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5863.BMP,O-,Loop,0.43885794,0.28457284,0.27656922,0.43885794
augmented_cluster_7_5906.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5906.BMP,O-,Loop,0.39387807,0.2609034,0.34521854,0.39387807
augmented_cluster_7_4784.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4784.BMP,O-,Loop,0.36219648,0.32676193,0.31104162,0.36219648
augmented_cluster_7_499.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_499.BMP,O-,Loop,0.37772337,0.29926932,0.32300732,0.37772337
augmented_cluster_7_4530.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4530.BMP,O-,Loop,0.38052478,0.29420373,0.32527152,0.38052478
augmented_cluster_7_5879.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5879.BMP,O-,Whorl,0.36998126,0.3097749,0.36998126,0.3202438
augmented_cluster_7_4923.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4923.BMP,O-,Loop,0.40105635,0.2883164,0.31062728,0.40105635
augmented_cluster_7_5022.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5022.BMP,O-,Arc,0.35667607,0.35667607,0.3384854,0.3048385
augmented_cluster_7_538.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_538.BMP,O-,Whorl,0.3535291,0.34054554,0.3535291,0.3059253
augmented_cluster_7_5326.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5326.BMP,O-,Loop,0.4256605,0.26731706,0.30702248,0.4256605
augmented_cluster_7_5528.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5528.BMP,O-,Whorl,0.36819655,0.33847743,0.36819655,0.29332602
augmented_cluster_7_541.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_541.BMP,O-,Loop,0.39517707,0.27541637,0.32940656,0.39517707
augmented_cluster_7_5080.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5080.BMP,O-,Whorl,0.3486414,0.34751675,0.3486414,0.30384186
augmented_cluster_7_5855.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5855.BMP,O-,Arc,0.33923468,0.33923468,0.33921218,0.3215531
augmented_cluster_7_552.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_552.BMP,O-,Loop,0.3684063,0.31902447,0.31256932,0.3684063
augmented_cluster_7_5776.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5776.BMP,O-,Whorl,0.3777196,0.32003558,0.3777196,0.30224484
augmented_cluster_7_5719.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5719.BMP,O-,Arc,0.3523838,0.3523838,0.34253648,0.3050798
augmented_cluster_7_4507.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_4507.BMP,O-,Loop,0.3957789,0.25907922,0.34514195,0.3957789
augmented_cluster_7_5494.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5494.BMP,O-,Arc,0.3551252,0.3551252,0.33672893,0.30814594
augmented_cluster_7_48.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_48.BMP,O-,Loop,0.38485822,0.29086453,0.32427728,0.38485822
augmented_cluster_7_5829.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5829.BMP,O-,Arc,0.36143732,0.36143732,0.33145452,0.30710816
augmented_cluster_7_5059.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5059.BMP,O-,Whorl,0.3571336,0.3247437,0.3571336,0.3181227
augmented_cluster_7_5056.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5056.BMP,O-,Arc,0.36815864,0.36815864,0.34305653,0.28878486
augmented_cluster_7_5729.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/augmented_cluster_7_5729.BMP,O-,Loop,0.38899702,0.28485665,0.32614636,0.38899702
